File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF945DTV	bed narrowPeak	conservative idr thresholded peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF361EFH, ENCFF419RSJ, ENCFF803SFF, ENCFF918BXV	418989	ENCODE Processing Pipeline	608831420ca27f242a0bfc1e61968cb5		https://www.encodeproject.org/files/ENCFF945DTV/@@download/ENCFF945DTV.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF277NOY	bed narrowPeak	optimal idr thresholded peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF361EFH, ENCFF419RSJ, ENCFF803SFF, ENCFF918BXV	418411	ENCODE Processing Pipeline	340304a124aa603c0975e19190c40ca0		https://www.encodeproject.org/files/ENCFF277NOY/@@download/ENCFF277NOY.bed.gz	GRCh38			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF585FQF	bed narrowPeak	peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1							ENCFF203ABR, ENCFF784VQV	6659834	ENCODE Processing Pipeline	65f50df48778d220b223b40af0ac03ed		https://www.encodeproject.org/files/ENCFF585FQF/@@download/ENCFF585FQF.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF631RPF	bed narrowPeak	peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF998NVU	6673513	ENCODE Processing Pipeline	297918d1376b90a3232336959e5dfdb3		https://www.encodeproject.org/files/ENCFF631RPF/@@download/ENCFF631RPF.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF912JCV	bed narrowPeak	peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF203ABR, ENCFF784VQV, ENCFF998NVU	7056312	ENCODE Processing Pipeline	2c7cfb6df07407cd05d27dc8cfafd31d		https://www.encodeproject.org/files/ENCFF912JCV/@@download/ENCFF912JCV.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF003MKA	bed narrowPeak	conservative idr thresholded peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF585FQF, ENCFF631RPF, ENCFF912JCV	386382	ENCODE Processing Pipeline	3e46ee113c724c7ca0ef8d86e55eaace		https://www.encodeproject.org/files/ENCFF003MKA/@@download/ENCFF003MKA.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF858RCV	bed narrowPeak	optimal idr thresholded peaks	ENCSR589SNT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-TFE3-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF585FQF, ENCFF631RPF, ENCFF912JCV	385732	ENCODE Processing Pipeline	219803f44023f2e83c40b5f59d85bc48		https://www.encodeproject.org/files/ENCFF858RCV/@@download/ENCFF858RCV.bed.gz	hg19			released	missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF256TQH	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1							ENCFF578RKV	6402716	ENCODE Processing Pipeline	8367caaa93b1259ad5062318debde6f8		https://www.encodeproject.org/files/ENCFF256TQH/@@download/ENCFF256TQH.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF521DTH	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF327HGF, ENCFF578RKV	7009636	ENCODE Processing Pipeline	f980a46889593d4e709ebc99f486e0a6		https://www.encodeproject.org/files/ENCFF521DTH/@@download/ENCFF521DTH.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF004JJW	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				2							ENCFF327HGF	6613336	ENCODE Processing Pipeline	c040d409aa5645061480292e7d257c4b		https://www.encodeproject.org/files/ENCFF004JJW/@@download/ENCFF004JJW.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF906KLB	bed narrowPeak	conservative idr thresholded peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF004JJW, ENCFF256TQH, ENCFF419RSJ, ENCFF521DTH	232491	ENCODE Processing Pipeline	bdffb3ad8033fd552856c44852df85e3		https://www.encodeproject.org/files/ENCFF906KLB/@@download/ENCFF906KLB.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF053GKA	bed narrowPeak	optimal idr thresholded peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF004JJW, ENCFF256TQH, ENCFF419RSJ, ENCFF521DTH	288179	ENCODE Processing Pipeline	a1b0b7beffa17637d6e83981e6100edf		https://www.encodeproject.org/files/ENCFF053GKA/@@download/ENCFF053GKA.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF365ZGD	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1							ENCFF203ABR, ENCFF454AYY	6859543	ENCODE Processing Pipeline	f1632e4dc7f3997b93294987f5d079d5		https://www.encodeproject.org/files/ENCFF365ZGD/@@download/ENCFF365ZGD.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF561ICJ	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				2							ENCFF203ABR, ENCFF697DRW	6858502	ENCODE Processing Pipeline	d3e949555df36dc36966d1ddb939371d		https://www.encodeproject.org/files/ENCFF561ICJ/@@download/ENCFF561ICJ.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF166NFR	bed narrowPeak	optimal idr thresholded peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF365ZGD, ENCFF561ICJ, ENCFF827NBF	272344	ENCODE Processing Pipeline	067e2e5d44a2f5ff4be900c6a27fe9d6		https://www.encodeproject.org/files/ENCFF166NFR/@@download/ENCFF166NFR.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF827NBF	bed narrowPeak	peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF203ABR, ENCFF454AYY, ENCFF697DRW	7081561	ENCODE Processing Pipeline	7b01bf9e2fad2fadac1c260f9a238b71		https://www.encodeproject.org/files/ENCFF827NBF/@@download/ENCFF827NBF.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF564UGX	bed narrowPeak	conservative idr thresholded peaks	ENCSR184SVO	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZBTB26-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF365ZGD, ENCFF561ICJ, ENCFF827NBF	238774	ENCODE Processing Pipeline	b3adc2b53cb4d281a9ba3b49dc82b47b		https://www.encodeproject.org/files/ENCFF564UGX/@@download/ENCFF564UGX.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF705OZK	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1							ENCFF126WTF	6607353	ENCODE Processing Pipeline	83112b404af0164fdc1867853d91dbd1		https://www.encodeproject.org/files/ENCFF705OZK/@@download/ENCFF705OZK.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF303KFS	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				2							ENCFF250XOF	6229036	ENCODE Processing Pipeline	f9ed2cd0ffae8e74d5e242b05e5fe48d		https://www.encodeproject.org/files/ENCFF303KFS/@@download/ENCFF303KFS.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF908ZBQ	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF126WTF, ENCFF250XOF	6837349	ENCODE Processing Pipeline	22c2842da2e74cae636576580ff1b7a3		https://www.encodeproject.org/files/ENCFF908ZBQ/@@download/ENCFF908ZBQ.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF589EKK	bed narrowPeak	conservative idr thresholded peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF303KFS, ENCFF419RSJ, ENCFF705OZK, ENCFF908ZBQ	200591	ENCODE Processing Pipeline	ee7be155a85f0f57a254eb4fbff307a2		https://www.encodeproject.org/files/ENCFF589EKK/@@download/ENCFF589EKK.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF024QKK	bed narrowPeak	optimal idr thresholded peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF303KFS, ENCFF419RSJ, ENCFF705OZK, ENCFF908ZBQ	331437	ENCODE Processing Pipeline	cd3fc5f2be8b5af5112c49835563d005		https://www.encodeproject.org/files/ENCFF024QKK/@@download/ENCFF024QKK.bed.gz	GRCh38			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF222SMQ	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1							ENCFF203ABR, ENCFF466RAE	6933950	ENCODE Processing Pipeline	61b2379816819fb8c6d3c36a8de0431a		https://www.encodeproject.org/files/ENCFF222SMQ/@@download/ENCFF222SMQ.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF361GVH	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				2							ENCFF135ZFA, ENCFF203ABR	6238421	ENCODE Processing Pipeline	916ea4a04b1324c43a07b931cde791ef		https://www.encodeproject.org/files/ENCFF361GVH/@@download/ENCFF361GVH.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF224KDP	bed narrowPeak	peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF135ZFA, ENCFF203ABR, ENCFF466RAE	7064808	ENCODE Processing Pipeline	53eaeded7f6c6ed352ea08e28b64a37a		https://www.encodeproject.org/files/ENCFF224KDP/@@download/ENCFF224KDP.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF242JAR	bed narrowPeak	conservative idr thresholded peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF222SMQ, ENCFF224KDP, ENCFF361GVH	223913	ENCODE Processing Pipeline	7420d4a8ff141a00cae9430d2e26d0be		https://www.encodeproject.org/files/ENCFF242JAR/@@download/ENCFF242JAR.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF142TZG	bed narrowPeak	optimal idr thresholded peaks	ENCSR808FFI	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-ZKSCAN8-human	DNA					False	2016-11-08	ENCODE				1, 2							ENCFF001TDO, ENCFF222SMQ, ENCFF224KDP, ENCFF361GVH	297054	ENCODE Processing Pipeline	fe10afd1e58d66ccf4a66a3ebdb7ed17		https://www.encodeproject.org/files/ENCFF142TZG/@@download/ENCFF142TZG.bed.gz	hg19			released	borderline replicate concordance, missing genetic modification characterization	characterization(s) pending review		missing control alignments
ENCFF501KPU	bed narrowPeak	optimal idr thresholded peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF001TDO, ENCFF303DTM, ENCFF570HWZ, ENCFF592IDM	172257	ENCODE Processing Pipeline	95e02ff01b0c2f30969d7deb12d46698		https://www.encodeproject.org/files/ENCFF501KPU/@@download/ENCFF501KPU.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF303DTM	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3							ENCFF449NNE, ENCFF856DSG	6459372	ENCODE Processing Pipeline	cbd2b64e73aa3ab12c57e224265f0f13		https://www.encodeproject.org/files/ENCFF303DTM/@@download/ENCFF303DTM.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF592IDM	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				4							ENCFF449NNE, ENCFF694UQR, ENCFF999EQI	6710482	ENCODE Processing Pipeline	df57d44afb44568d6412519cbe7a8938		https://www.encodeproject.org/files/ENCFF592IDM/@@download/ENCFF592IDM.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF570HWZ	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF449NNE, ENCFF694UQR, ENCFF856DSG, ENCFF999EQI	7204802	ENCODE Processing Pipeline	fae93b51a8d23616b89da65863190ff6		https://www.encodeproject.org/files/ENCFF570HWZ/@@download/ENCFF570HWZ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF304CJQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF001TDO, ENCFF303DTM, ENCFF570HWZ, ENCFF592IDM	122869	ENCODE Processing Pipeline	159597b715339937fb8fe5965b5bb23d		https://www.encodeproject.org/files/ENCFF304CJQ/@@download/ENCFF304CJQ.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF006GDN	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				4							ENCFF190EPQ, ENCFF317VSS, ENCFF950AXC	6567644	ENCODE Processing Pipeline	5b5d87719ce17ca1c49a3462cae8ce61		https://www.encodeproject.org/files/ENCFF006GDN/@@download/ENCFF006GDN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF670OQN	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3							ENCFF190EPQ, ENCFF209IIA	6344896	ENCODE Processing Pipeline	5a1230cb8468fb7736da2c878a01ac9e		https://www.encodeproject.org/files/ENCFF670OQN/@@download/ENCFF670OQN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF797QWV	bed narrowPeak	peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF190EPQ, ENCFF209IIA, ENCFF317VSS, ENCFF950AXC	7177279	ENCODE Processing Pipeline	24c59a369ebee02c23d048800a37cc3e		https://www.encodeproject.org/files/ENCFF797QWV/@@download/ENCFF797QWV.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF579HZW	bed narrowPeak	conservative idr thresholded peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF006GDN, ENCFF419RSJ, ENCFF670OQN, ENCFF797QWV	126238	ENCODE Processing Pipeline	4e9f0af8b9b327f1026c8283e90350c0		https://www.encodeproject.org/files/ENCFF579HZW/@@download/ENCFF579HZW.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF029UJC	bed narrowPeak	optimal idr thresholded peaks	ENCSR029LBT	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				FOXP1-human	DNA					False	2017-01-27	ENCODE				3, 4							ENCFF006GDN, ENCFF419RSJ, ENCFF670OQN, ENCFF797QWV	175364	ENCODE Processing Pipeline	fb4b851272fc7628f524eef7f2fafd13		https://www.encodeproject.org/files/ENCFF029UJC/@@download/ENCFF029UJC.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF180SMM	bed narrowPeak	peaks	ENCSR269TNX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-GABPA-human	DNA					False	2016-10-31	ENCODE				2							ENCFF167KVB, ENCFF895OOM	5402456	ENCODE Processing Pipeline	880151362de313616f4996cb3dacd393		https://www.encodeproject.org/files/ENCFF180SMM/@@download/ENCFF180SMM.bed.gz	GRCh38			released	missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF254ROB	bed narrowPeak	peaks	ENCSR269TNX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-GABPA-human	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF012XJU, ENCFF077SLS, ENCFF943PEE	6360415	ENCODE Processing Pipeline	753004b6ae128496d124cd7d4f6c1467		https://www.encodeproject.org/files/ENCFF254ROB/@@download/ENCFF254ROB.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		
ENCFF571PSU	bed narrowPeak	conservative idr thresholded peaks	ENCSR269TNX	ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens				3xFLAG-GABPA-human	DNA					False	2016-10-31	ENCODE				1, 2							ENCFF001TDO, ENCFF060UON, ENCFF254ROB, ENCFF981TNW	435670	ENCODE Processing Pipeline	81220b56844539519bff04e96db16c4a		https://www.encodeproject.org/files/ENCFF571PSU/@@download/ENCFF571PSU.bed.gz	hg19			released	missing genetic modification characterization, low read depth	characterization(s) pending review		
