File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF544MLF	bed narrowPeak	peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF332CUX, ENCFF951ITB	1346705	ENCODE Processing Pipeline	67d90fcc463688fddf29ebbe857508a3		https://www.encodeproject.org/files/ENCFF544MLF/@@download/ENCFF544MLF.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF127UZX	bed narrowPeak	peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF900YNG, ENCFF998GMZ	2639252	ENCODE Processing Pipeline	5a179ea069533493ab67c3846b2f16e4		https://www.encodeproject.org/files/ENCFF127UZX/@@download/ENCFF127UZX.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF123YGX	bed narrowPeak	peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF332CUX, ENCFF876GQO	2634911	ENCODE Processing Pipeline	8649724972f3258640a00d64083d15df		https://www.encodeproject.org/files/ENCFF123YGX/@@download/ENCFF123YGX.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF697GQV	bed narrowPeak	peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF900YNG, ENCFF969WVY, ENCFF998GMZ	4173794	ENCODE Processing Pipeline	8b7cd1bc822ff1bba4f5025aed089f8f		https://www.encodeproject.org/files/ENCFF697GQV/@@download/ENCFF697GQV.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF273MGI	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF127UZX, ENCFF599VMK, ENCFF697GQV	35662	ENCODE Processing Pipeline	b75b69e6df9cdfc3fe4fcdf6ed4e2874		https://www.encodeproject.org/files/ENCFF273MGI/@@download/ENCFF273MGI.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF841YFF	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF127UZX, ENCFF599VMK, ENCFF697GQV	37252	ENCODE Processing Pipeline	fbccfe352a1f49d06bfa09b7f2ff0116		https://www.encodeproject.org/files/ENCFF841YFF/@@download/ENCFF841YFF.bed.gz	hg19			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF545JVD	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF123YGX, ENCFF201CUI, ENCFF419RSJ, ENCFF544MLF	40880	ENCODE Processing Pipeline	a891a9fda490ce3ed55772f7fbfc5a79		https://www.encodeproject.org/files/ENCFF545JVD/@@download/ENCFF545JVD.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF443IZC	bed narrowPeak	conservative idr thresholded peaks	ENCSR000FBC	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		6.0 hour	STAT2-human	ENCAB000ALG	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF123YGX, ENCFF201CUI, ENCFF419RSJ, ENCFF544MLF	38081	ENCODE Processing Pipeline	c1832bbd8257a431b9bf48d8c2f79fbe		https://www.encodeproject.org/files/ENCFF443IZC/@@download/ENCFF443IZC.bed.gz	GRCh38			released	control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	extremely low read depth
ENCFF695WCL	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1							ENCFF581ZJL, ENCFF950GGY	6583780	ENCODE Processing Pipeline	e6983af2a0a7532c4c8b4d4d3a1a9080		https://www.encodeproject.org/files/ENCFF695WCL/@@download/ENCFF695WCL.bed.gz	hg19			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF914GVW	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				2							ENCFF051LWI, ENCFF274ZBZ	6921612	ENCODE Processing Pipeline	8cfeba5ecb646957e24b36fb21b73f6b		https://www.encodeproject.org/files/ENCFF914GVW/@@download/ENCFF914GVW.bed.gz	hg19			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF896HIP	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF051LWI, ENCFF274ZBZ, ENCFF581ZJL, ENCFF950GGY	7234229	ENCODE Processing Pipeline	f08984dadeadf0ca7ec433bf21aa190a		https://www.encodeproject.org/files/ENCFF896HIP/@@download/ENCFF896HIP.bed.gz	hg19			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF719NIX	bed narrowPeak	conservative idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF695WCL, ENCFF896HIP, ENCFF914GVW	255419	ENCODE Processing Pipeline	4208074ac43189b578f0813cf40c8270		https://www.encodeproject.org/files/ENCFF719NIX/@@download/ENCFF719NIX.bed.gz	hg19			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF582YPB	bed narrowPeak	optimal idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF695WCL, ENCFF896HIP, ENCFF914GVW	407528	ENCODE Processing Pipeline	ce5c6d573337c277ed2ac7ed78cb3eed		https://www.encodeproject.org/files/ENCFF582YPB/@@download/ENCFF582YPB.bed.gz	hg19			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF719MEC	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF051LWI, ENCFF274ZBZ, ENCFF581ZJL, ENCFF950GGY	7249645	ENCODE Processing Pipeline	68858fd2b2be45acbdab1c2ea2759df5		https://www.encodeproject.org/files/ENCFF719MEC/@@download/ENCFF719MEC.bed.gz	hg19			archived	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF596CWP	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1							ENCFF581ZJL, ENCFF950GGY	6695065	ENCODE Processing Pipeline	ef13e3b8be36e873b31da94086526824		https://www.encodeproject.org/files/ENCFF596CWP/@@download/ENCFF596CWP.bed.gz	hg19			archived	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF893FDT	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				2							ENCFF051LWI, ENCFF274ZBZ	6996985	ENCODE Processing Pipeline	923708270fe325cf05efb068175c9b1f		https://www.encodeproject.org/files/ENCFF893FDT/@@download/ENCFF893FDT.bed.gz	hg19			archived	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF562ERQ	bed narrowPeak	conservative idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF419RSJ, ENCFF493XGB, ENCFF853PDJ, ENCFF874WMJ	257860	ENCODE Processing Pipeline	1819aaf3bf659ffcfa220d60672385e9		https://www.encodeproject.org/files/ENCFF562ERQ/@@download/ENCFF562ERQ.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF853PDJ	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1							ENCFF405YCF	6590433	ENCODE Processing Pipeline	1068151e1afa24764c290fdb7f791b11		https://www.encodeproject.org/files/ENCFF853PDJ/@@download/ENCFF853PDJ.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF874WMJ	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				2							ENCFF358SSM	6867148	ENCODE Processing Pipeline	98372b3bd268a11c54fd4aeefaf312e7		https://www.encodeproject.org/files/ENCFF874WMJ/@@download/ENCFF874WMJ.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF493XGB	bed narrowPeak	peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF358SSM, ENCFF405YCF	7243087	ENCODE Processing Pipeline	e0d0b90c894cc3e8094717102e077822		https://www.encodeproject.org/files/ENCFF493XGB/@@download/ENCFF493XGB.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF566HGU	bed narrowPeak	optimal idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF419RSJ, ENCFF493XGB, ENCFF853PDJ, ENCFF874WMJ	409522	ENCODE Processing Pipeline	8ac2d34f8435e5c7c7cb81889c5f2479		https://www.encodeproject.org/files/ENCFF566HGU/@@download/ENCFF566HGU.bed.gz	GRCh38			released	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF708GFU	bed narrowPeak	optimal idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF596CWP, ENCFF719MEC, ENCFF893FDT	344465	ENCODE Processing Pipeline	a0e276147e2f327c48369ebaaa3944d4		https://www.encodeproject.org/files/ENCFF708GFU/@@download/ENCFF708GFU.bed.gz	hg19			archived	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF313FMB	bed narrowPeak	conservative idr thresholded peaks	ENCSR109YGM	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				CREB3L1-human	ENCAB336DFB	DNA					False	2014-07-07	ENCODE				1, 2							ENCFF001TDO, ENCFF596CWP, ENCFF719MEC, ENCFF893FDT	213384	ENCODE Processing Pipeline	61759af3e1d69abfdeac2cfa492f2e80		https://www.encodeproject.org/files/ENCFF313FMB/@@download/ENCFF313FMB.bed.gz	hg19			archived	low read depth, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			missing control alignments
ENCFF718AFD	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				2							ENCFF579IUE, ENCFF879OQC	5040348	ENCODE Processing Pipeline	0ce9c9477d4487d493a5e07f3bc934fb		https://www.encodeproject.org/files/ENCFF718AFD/@@download/ENCFF718AFD.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF791GAM	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1							ENCFF335IPE, ENCFF729BKM	5988481	ENCODE Processing Pipeline	99ecd27acaeac0e97bc7a7718227b136		https://www.encodeproject.org/files/ENCFF791GAM/@@download/ENCFF791GAM.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF877VHC	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF335IPE, ENCFF579IUE, ENCFF729BKM, ENCFF879OQC	6859409	ENCODE Processing Pipeline	d8dbb7005f5ec54696e86d6fe01e27c4		https://www.encodeproject.org/files/ENCFF877VHC/@@download/ENCFF877VHC.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF006BQW	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				2							ENCFF385PRZ, ENCFF577FNG	4825137	ENCODE Processing Pipeline	00da91069b53ab211d31f1f61e1e05d7		https://www.encodeproject.org/files/ENCFF006BQW/@@download/ENCFF006BQW.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF695GOE	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1							ENCFF156FED, ENCFF315DZX	5798010	ENCODE Processing Pipeline	e2b883bccd59f19e01b7955fd7388c77		https://www.encodeproject.org/files/ENCFF695GOE/@@download/ENCFF695GOE.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF419HDS	bed narrowPeak	peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF156FED, ENCFF315DZX, ENCFF385PRZ, ENCFF577FNG	6734540	ENCODE Processing Pipeline	ef570450c6a5057d95e592dcea641a20		https://www.encodeproject.org/files/ENCFF419HDS/@@download/ENCFF419HDS.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF446MUL	bed narrowPeak	conservative idr thresholded peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF006BQW, ENCFF419HDS, ENCFF419RSJ, ENCFF695GOE	213036	ENCODE Processing Pipeline	b3e1cdd432d61c6e50569e9a00aafeb3		https://www.encodeproject.org/files/ENCFF446MUL/@@download/ENCFF446MUL.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF802JAN	bed narrowPeak	optimal idr thresholded peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF006BQW, ENCFF419HDS, ENCFF419RSJ, ENCFF695GOE	250513	ENCODE Processing Pipeline	24417aa4f4564a237fc97e6e33fd4e0c		https://www.encodeproject.org/files/ENCFF802JAN/@@download/ENCFF802JAN.bed.gz	GRCh38			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF191MPD	bed narrowPeak	optimal idr thresholded peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF001TDO, ENCFF718AFD, ENCFF791GAM, ENCFF877VHC	209919	ENCODE Processing Pipeline	73ff664a4d223fafe5f230e633552942		https://www.encodeproject.org/files/ENCFF191MPD/@@download/ENCFF191MPD.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF435GRA	bed narrowPeak	conservative idr thresholded peaks	ENCSR920BLG	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens				SIN3A-human	ENCAB000AKR	DNA					False	2016-03-02	ENCODE				1, 2							ENCFF001TDO, ENCFF718AFD, ENCFF791GAM, ENCFF877VHC	181213	ENCODE Processing Pipeline	c2b3c97807efdbd5b9476a0dcd9c6b47		https://www.encodeproject.org/files/ENCFF435GRA/@@download/ENCFF435GRA.bed.gz	hg19			released	low read depth, low read length, borderline replicate concordance, moderate library complexity, mild to moderate bottlenecking			
ENCFF001VOD	bed narrowPeak	peaks	ENCSR000FAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE												184328	Sherman Weissman, Yale	d0fcc2fae7c18772508d2e9676a411ea		https://www.encodeproject.org/files/ENCFF001VOD/@@download/ENCFF001VOD.bed.gz	hg19			archived	mixed read lengths, control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF002CXM	bed narrowPeak	optimal idr thresholded peaks	ENCSR000FAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE												277358	ENCODE Consortium Analysis Working Group	cb46bdb294329aff6896b6c0f804bbc7		https://www.encodeproject.org/files/ENCFF002CXM/@@download/ENCFF002CXM.bed.gz	hg19			archived	mixed read lengths, control low read depth	missing derived_from, biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF573ZMO	bed narrowPeak	peaks	ENCSR000FAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF466HUV, ENCFF650MOB	3850971	ENCODE Processing Pipeline	74c008bd757c6d578f4dcedfc1637ff4		https://www.encodeproject.org/files/ENCFF573ZMO/@@download/ENCFF573ZMO.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF368DTT	bed narrowPeak	peaks	ENCSR000FAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF454MRU, ENCFF650MOB	5165500	ENCODE Processing Pipeline	b2516f78e2380fda0832e66adb41f82f		https://www.encodeproject.org/files/ENCFF368DTT/@@download/ENCFF368DTT.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
ENCFF502ZBE	bed narrowPeak	peaks	ENCSR000FAY	ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	interferon alpha		30.0 minute	POLR2A-human	ENCAB000AOC	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF454MRU, ENCFF466HUV, ENCFF650MOB	5928682	ENCODE Processing Pipeline	f5efc8a924b03586579828582a373ff3		https://www.encodeproject.org/files/ENCFF502ZBE/@@download/ENCFF502ZBE.bed.gz	hg19			released	mixed read lengths, control low read depth	biological replicates with identical biosample	insufficient read length, insufficient read depth	
