File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF257KKQ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR970FEW	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF879GTY/, /files/ENCFF591WOA/, /files/ENCFF943JVS/, /files/ENCFF356MCF/, /files/ENCFF039QTN/, /files/ENCFF539JUN/	3563	Gene Yeo, UCSD	1f08fd8f5ab3787b84939a16f7986c1d		https://www.encodeproject.org/files/ENCFF257KKQ/@@download/ENCFF257KKQ.bed.gz				released	s3://encode-public/2018/06/08/cf55c0c0-e6cd-4ca2-8018-b86c9a774962/ENCFF257KKQ.bed.gz			
ENCFF005GER	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR970FEW	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										DDX52-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF013SWN/, /files/ENCFF618EON/, /files/ENCFF269URO/, /files/ENCFF662MYI/, /files/ENCFF563XEI/, /files/ENCFF340WIB/	3828	Gene Yeo, UCSD	7eee68ae1e09d6740c38a66af957b55e		https://www.encodeproject.org/files/ENCFF005GER/@@download/ENCFF005GER.bed.gz				released	s3://encode-public/2018/12/03/1472dd36-6d5a-44c1-b264-51fb1c027d72/ENCFF005GER.bed.gz			
ENCFF655JNU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF063UTV/, /files/ENCFF310NFE/	675150	Gene Yeo, UCSD	f22849eedc8a450f25a5b407dcbb2994		https://www.encodeproject.org/files/ENCFF655JNU/@@download/ENCFF655JNU.bed.gz				released	s3://encode-public/2018/04/29/29daffa1-10ba-49d7-b039-87e3f8fb6925/ENCFF655JNU.bed.gz	mixed read lengths		
ENCFF925SGC	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF723DFF/, /files/ENCFF310NFE/	357386	Gene Yeo, UCSD	fffb0a49d324102e575cf738be7ca3e3		https://www.encodeproject.org/files/ENCFF925SGC/@@download/ENCFF925SGC.bed.gz				released	s3://encode-public/2018/04/29/2bef6f28-a72b-4fd6-b95e-501c7e342c3b/ENCFF925SGC.bed.gz	mixed read lengths		
ENCFF762QRZ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF385LTB/, /files/ENCFF214XZG/	663762	Gene Yeo, UCSD	175705a30b52d51fb63901f3e928fec7		https://www.encodeproject.org/files/ENCFF762QRZ/@@download/ENCFF762QRZ.bed.gz				released	s3://encode-public/2018/04/29/e485bcc7-0804-4d5f-893c-bdb83a38fe03/ENCFF762QRZ.bed.gz	mixed read lengths		
ENCFF340BXW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF040XCG/, /files/ENCFF214XZG/	351684	Gene Yeo, UCSD	a00a696991edcd5b5dec1861033a7ab3		https://www.encodeproject.org/files/ENCFF340BXW/@@download/ENCFF340BXW.bed.gz				released	s3://encode-public/2018/04/29/fdb5f6d6-c4fc-49d6-85a0-7c38ceba8be5/ENCFF340BXW.bed.gz	mixed read lengths		
ENCFF034YUT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF063UTV/, /files/ENCFF925SGC/, /files/ENCFF310NFE/, /files/ENCFF655JNU/, /files/ENCFF039QTN/, /files/ENCFF723DFF/	12923	Gene Yeo, UCSD	2864c60e95f630e1388baddf07a283ac		https://www.encodeproject.org/files/ENCFF034YUT/@@download/ENCFF034YUT.bed.gz				released	s3://encode-public/2018/06/08/2daf280f-f0b7-431b-8b0d-7a6b3b195475/ENCFF034YUT.bed.gz	mixed read lengths		
ENCFF351ZDU	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR903PRV	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										FTO-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF385LTB/, /files/ENCFF040XCG/, /files/ENCFF269URO/, /files/ENCFF214XZG/, /files/ENCFF762QRZ/, /files/ENCFF340BXW/	12762	Gene Yeo, UCSD	410111a8bb5d1f02006d8dcf59128419		https://www.encodeproject.org/files/ENCFF351ZDU/@@download/ENCFF351ZDU.bed.gz				released	s3://encode-public/2018/12/03/d7998053-829b-49b4-9bbc-7606932ccd1e/ENCFF351ZDU.bed.gz	mixed read lengths		
ENCFF456DAU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF118ANT/, /files/ENCFF593ZRE/	1270932	Gene Yeo, UCSD	877439b7591e279a58c5c5f2749bc0d0		https://www.encodeproject.org/files/ENCFF456DAU/@@download/ENCFF456DAU.bed.gz				released	s3://encode-public/2018/04/29/b6723447-e8df-4156-b3aa-4a8f4c74bea3/ENCFF456DAU.bed.gz			
ENCFF473IIG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF620WSX/, /files/ENCFF593ZRE/	1025835	Gene Yeo, UCSD	193e509ed4b6747fc869f603fcde0404		https://www.encodeproject.org/files/ENCFF473IIG/@@download/ENCFF473IIG.bed.gz				released	s3://encode-public/2018/04/29/2fedd11d-8aad-42f3-b9e3-f2ffe716b88a/ENCFF473IIG.bed.gz			
ENCFF467UOO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF413UKK/, /files/ENCFF563EHM/	958646	Gene Yeo, UCSD	e6cf0562482c6e05672bff84b530895f		https://www.encodeproject.org/files/ENCFF467UOO/@@download/ENCFF467UOO.bed.gz				released	s3://encode-public/2018/04/29/b11f2b95-857f-4507-ab1d-ecc12b97e121/ENCFF467UOO.bed.gz			
ENCFF302ROS	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF902OZA/, /files/ENCFF563EHM/	1232263	Gene Yeo, UCSD	f779f629ad64cfe93ab1ba9e5979de4c		https://www.encodeproject.org/files/ENCFF302ROS/@@download/ENCFF302ROS.bed.gz				released	s3://encode-public/2018/04/29/24e80d04-74d3-4698-bafa-8de5abc182a8/ENCFF302ROS.bed.gz			
ENCFF387ZAH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF620WSX/, /files/ENCFF593ZRE/, /files/ENCFF456DAU/, /files/ENCFF039QTN/, /files/ENCFF118ANT/, /files/ENCFF473IIG/	54685	Gene Yeo, UCSD	a40cd3d7439be5713083485c8d66b762		https://www.encodeproject.org/files/ENCFF387ZAH/@@download/ENCFF387ZAH.bed.gz				released	s3://encode-public/2018/06/08/dfb37576-624c-458f-8fc9-9d4d84b17aaf/ENCFF387ZAH.bed.gz			
ENCFF612HOP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR322HHA	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										TIAL1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF563EHM/, /files/ENCFF302ROS/, /files/ENCFF269URO/, /files/ENCFF413UKK/, /files/ENCFF902OZA/, /files/ENCFF467UOO/	53192	Gene Yeo, UCSD	af3aa5df326ffd258cec7648e6fc1460		https://www.encodeproject.org/files/ENCFF612HOP/@@download/ENCFF612HOP.bed.gz				released	s3://encode-public/2018/12/03/74424fe3-6c3e-4ba5-96ae-cb4515b364b5/ENCFF612HOP.bed.gz			
ENCFF250KNJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF748PZV/, /files/ENCFF395HUI/	3044970	Gene Yeo, UCSD	ecbae59e0a9b23db2147b2d8b6185a51		https://www.encodeproject.org/files/ENCFF250KNJ/@@download/ENCFF250KNJ.bed.gz				released	s3://encode-public/2018/04/29/017f9f00-b47e-405b-a41d-a480134a3f29/ENCFF250KNJ.bed.gz			
ENCFF490MGU	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF773TEB/, /files/ENCFF395HUI/	3107006	Gene Yeo, UCSD	25dd3ed71949ccc011e8f02f90eaf145		https://www.encodeproject.org/files/ENCFF490MGU/@@download/ENCFF490MGU.bed.gz				released	s3://encode-public/2018/04/29/90e119be-773d-4f2e-86f1-63c3c099f4db/ENCFF490MGU.bed.gz			
ENCFF252MTE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF293ZZT/, /files/ENCFF745DZH/	3038951	Gene Yeo, UCSD	61e173082f7107a2b0da4aa574a19979		https://www.encodeproject.org/files/ENCFF252MTE/@@download/ENCFF252MTE.bed.gz				released	s3://encode-public/2018/04/29/fb4c6e70-33cf-4e3b-8d47-aee7e543123c/ENCFF252MTE.bed.gz			
ENCFF991OSY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF757PDP/, /files/ENCFF745DZH/	3070497	Gene Yeo, UCSD	e8b6acf606dddc6f704e2fea9ad8653c		https://www.encodeproject.org/files/ENCFF991OSY/@@download/ENCFF991OSY.bed.gz				released	s3://encode-public/2018/04/29/443c74fc-3f61-4244-851a-0de7fbe99bdc/ENCFF991OSY.bed.gz			
ENCFF410XHF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF490MGU/, /files/ENCFF748PZV/, /files/ENCFF250KNJ/, /files/ENCFF039QTN/, /files/ENCFF773TEB/, /files/ENCFF395HUI/	73561	Gene Yeo, UCSD	3265beabde01f9ebb8761758da82828d		https://www.encodeproject.org/files/ENCFF410XHF/@@download/ENCFF410XHF.bed.gz				released	s3://encode-public/2018/06/08/db8666d2-cf59-42af-bdf2-cab1141addeb/ENCFF410XHF.bed.gz			
ENCFF048FDF	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR647HOX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										HLTF-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF252MTE/, /files/ENCFF293ZZT/, /files/ENCFF745DZH/, /files/ENCFF269URO/, /files/ENCFF757PDP/, /files/ENCFF991OSY/	75321	Gene Yeo, UCSD	f399b9e754778f392b4efcd450bcac70		https://www.encodeproject.org/files/ENCFF048FDF/@@download/ENCFF048FDF.bed.gz				released	s3://encode-public/2018/12/03/549987b4-1dd7-427f-96c8-5ec008952e12/ENCFF048FDF.bed.gz			
ENCFF120LSF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF535JNJ/, /files/ENCFF500BEE/	436881	Gene Yeo, UCSD	83aba07f472a1c2b4457a1983fa0650b		https://www.encodeproject.org/files/ENCFF120LSF/@@download/ENCFF120LSF.bed.gz				released	s3://encode-public/2018/04/29/d46236f1-1289-4488-af18-3a3486fa342b/ENCFF120LSF.bed.gz	mixed read lengths		
ENCFF360EQG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF144JVB/, /files/ENCFF500BEE/	151887	Gene Yeo, UCSD	fed578fd5ac91d8910eefa7e3dc1e398		https://www.encodeproject.org/files/ENCFF360EQG/@@download/ENCFF360EQG.bed.gz				released	s3://encode-public/2018/04/29/c9227779-275c-4e1d-893f-82a0021c8131/ENCFF360EQG.bed.gz	mixed read lengths		
ENCFF094VSP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF405ERW/, /files/ENCFF608WNY/	148977	Gene Yeo, UCSD	09e657c51f71efaaad55368a48daba60		https://www.encodeproject.org/files/ENCFF094VSP/@@download/ENCFF094VSP.bed.gz				released	s3://encode-public/2018/04/29/d668b1ba-b5a4-4a48-906a-efc6f64da863/ENCFF094VSP.bed.gz	mixed read lengths		
ENCFF824WZJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF216VBT/, /files/ENCFF608WNY/	429357	Gene Yeo, UCSD	d1ef5aba348d6ad442bec9aac5345d42		https://www.encodeproject.org/files/ENCFF824WZJ/@@download/ENCFF824WZJ.bed.gz				released	s3://encode-public/2018/04/29/bc3a7d80-e8d9-4054-a707-33dfbb00e3e0/ENCFF824WZJ.bed.gz	mixed read lengths		
ENCFF937QJB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF500BEE/, /files/ENCFF120LSF/, /files/ENCFF360EQG/, /files/ENCFF535JNJ/, /files/ENCFF144JVB/, /files/ENCFF039QTN/	16799	Gene Yeo, UCSD	6c02dada2c1c8971a89a7dd3ce6c707f		https://www.encodeproject.org/files/ENCFF937QJB/@@download/ENCFF937QJB.bed.gz				released	s3://encode-public/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz	mixed read lengths		
ENCFF862EKD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF216VBT/, /files/ENCFF269URO/, /files/ENCFF608WNY/, /files/ENCFF405ERW/, /files/ENCFF094VSP/, /files/ENCFF824WZJ/	16641	Gene Yeo, UCSD	2209feff42c033be51a8c2d38564d692		https://www.encodeproject.org/files/ENCFF862EKD/@@download/ENCFF862EKD.bed.gz				released	s3://encode-public/2018/12/03/13018ac4-b9da-409b-a65e-4226284ba342/ENCFF862EKD.bed.gz	mixed read lengths		
ENCFF252BJN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF041ULU/, /files/ENCFF935TUD/	279916	Gene Yeo, UCSD	0dd571cb2fa0e414a08fe3d91e9a45ad		https://www.encodeproject.org/files/ENCFF252BJN/@@download/ENCFF252BJN.bed.gz				released	s3://encode-public/2018/04/29/f6ff4f93-6c51-4700-b205-80027a4a95ec/ENCFF252BJN.bed.gz			
ENCFF940CJE	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF547HEQ/, /files/ENCFF935TUD/	453193	Gene Yeo, UCSD	96cc0aa4f3880c4cfc2ff5fef4c79683		https://www.encodeproject.org/files/ENCFF940CJE/@@download/ENCFF940CJE.bed.gz				released	s3://encode-public/2018/04/29/11ad4d78-b00a-437f-bf14-9e77629a9e6d/ENCFF940CJE.bed.gz			
ENCFF914VUW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF933ESS/, /files/ENCFF759UTZ/	259307	Gene Yeo, UCSD	6454c515420b5545b20ab5ba47110d91		https://www.encodeproject.org/files/ENCFF914VUW/@@download/ENCFF914VUW.bed.gz				released	s3://encode-public/2018/04/29/b7650f41-8abc-465a-af68-15edb0eb561b/ENCFF914VUW.bed.gz			
ENCFF502OYV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF138HUE/, /files/ENCFF759UTZ/	441964	Gene Yeo, UCSD	952b12eb847f91c36ed6abfb77f35ecd		https://www.encodeproject.org/files/ENCFF502OYV/@@download/ENCFF502OYV.bed.gz				released	s3://encode-public/2018/04/29/5e0e25cf-68dd-49f7-9a35-76296f403918/ENCFF502OYV.bed.gz			
ENCFF108TOJ	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF935TUD/, /files/ENCFF547HEQ/, /files/ENCFF940CJE/, /files/ENCFF041ULU/, /files/ENCFF039QTN/, /files/ENCFF252BJN/	22553	Gene Yeo, UCSD	93af35568bcb652f5d28b0b73ad1f8a2		https://www.encodeproject.org/files/ENCFF108TOJ/@@download/ENCFF108TOJ.bed.gz				released	s3://encode-public/2018/06/08/5913bffb-6746-4924-9d99-5d05ab2bc0d5/ENCFF108TOJ.bed.gz			
ENCFF098REE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR256CHX	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										PCBP1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF138HUE/, /files/ENCFF759UTZ/, /files/ENCFF914VUW/, /files/ENCFF502OYV/, /files/ENCFF269URO/, /files/ENCFF933ESS/	22087	Gene Yeo, UCSD	e6e70bb8dc099db3346fda6a9a92ca66		https://www.encodeproject.org/files/ENCFF098REE/@@download/ENCFF098REE.bed.gz				released	s3://encode-public/2018/12/03/bd9a2be8-6ad6-4be0-b21b-73a489f46f74/ENCFF098REE.bed.gz			
ENCFF227SZN	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF747AWV/, /files/ENCFF180MCF/	534737	Gene Yeo, UCSD	712886abe6585c5cc5d36e585186d920		https://www.encodeproject.org/files/ENCFF227SZN/@@download/ENCFF227SZN.bed.gz				released	s3://encode-public/2018/04/29/f65bc2d4-6bf7-481d-a04a-1cf7fa7f90e2/ENCFF227SZN.bed.gz			
ENCFF235ASG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF220TVR/, /files/ENCFF180MCF/	506092	Gene Yeo, UCSD	ec5ce63f22fc9911250c54bc279f41cb		https://www.encodeproject.org/files/ENCFF235ASG/@@download/ENCFF235ASG.bed.gz				released	s3://encode-public/2018/04/29/f28b4116-e901-427c-82fc-bc0bc3680693/ENCFF235ASG.bed.gz			
ENCFF146BNV	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF978BQG/, /files/ENCFF444SAJ/	491061	Gene Yeo, UCSD	6b4b8f5f2587c57a5c0207f2198c1dc9		https://www.encodeproject.org/files/ENCFF146BNV/@@download/ENCFF146BNV.bed.gz				released	s3://encode-public/2018/04/29/5cdc3083-1974-482d-aca9-4a1dcbe7adae/ENCFF146BNV.bed.gz			
ENCFF840HCE	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF511WWE/, /files/ENCFF444SAJ/	523436	Gene Yeo, UCSD	b33e02afde2ce0bc32dc167c3fc77f82		https://www.encodeproject.org/files/ENCFF840HCE/@@download/ENCFF840HCE.bed.gz				released	s3://encode-public/2018/04/29/9a70ae4c-ebe0-46e8-910a-73143e037118/ENCFF840HCE.bed.gz			
ENCFF926QBW	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF235ASG/, /files/ENCFF220TVR/, /files/ENCFF180MCF/, /files/ENCFF227SZN/, /files/ENCFF039QTN/, /files/ENCFF747AWV/	1303	Gene Yeo, UCSD	e690795fc76fb9e67b6b09bf9016f665		https://www.encodeproject.org/files/ENCFF926QBW/@@download/ENCFF926QBW.bed.gz				released	s3://encode-public/2018/06/08/dd3e2f32-200a-47ad-ba3c-d9b1ef759e33/ENCFF926QBW.bed.gz			
ENCFF644EIR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR488JKQ	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										UTP18-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF840HCE/, /files/ENCFF511WWE/, /files/ENCFF146BNV/, /files/ENCFF444SAJ/, /files/ENCFF978BQG/, /files/ENCFF269URO/	1346	Gene Yeo, UCSD	f2302b8ec8ef5f33e74ea3eaf63d30fc		https://www.encodeproject.org/files/ENCFF644EIR/@@download/ENCFF644EIR.bed.gz				released	s3://encode-public/2018/12/03/5943953f-29ef-4d8a-b95c-4334b23736f7/ENCFF644EIR.bed.gz			
ENCFF016UFV	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF072DMC/, /files/ENCFF673RJW/	1634868	Gene Yeo, UCSD	934f4d0fc597f925cd3d45d5efe0d6f6		https://www.encodeproject.org/files/ENCFF016UFV/@@download/ENCFF016UFV.bed.gz				released	s3://encode-public/2018/04/29/fbaea1ed-51bc-4475-93c5-af1cc3f9f954/ENCFF016UFV.bed.gz	mixed read lengths		
ENCFF791WOH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR018WPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF615YND/, /files/ENCFF673RJW/	1361767	Gene Yeo, UCSD	8aa38b1f268efa3b43b0b94b90b2b16c		https://www.encodeproject.org/files/ENCFF791WOH/@@download/ENCFF791WOH.bed.gz				released	s3://encode-public/2018/04/29/35baf985-4002-4d63-ba42-afa3f0bd71dc/ENCFF791WOH.bed.gz	mixed read lengths		
ENCFF073PST	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR018WPY	eCLIP	EFO:0001187	HepG2	cell line	Homo sapiens										AQR-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF947JHV/, /files/ENCFF217IZI/	1353465	Gene Yeo, UCSD	262083ba024b70c943ad26e6ebd18aa8		https://www.encodeproject.org/files/ENCFF073PST/@@download/ENCFF073PST.bed.gz				released	s3://encode-public/2018/04/29/5ae1bb91-ab75-4e9b-908f-e6dab0e6e1c4/ENCFF073PST.bed.gz	mixed read lengths		
